run,episode_index,dataset_index,oracle_action,final_action,transition,cause,terminal,total,pattern,pair,shared,missing_blockers,missing_tools,replay_tools,terminal_reasons,suffix,original_task_id
probfloor0002,39,16,repair_all,repair_all,matched_terminal_action,no_terminal_failure_or_low_penalty,0.0,4.06998,fdddd on fdddd,mostly_deep_vs_mostly_deep_required,True,,,toggle_airplane_mode|reseat_sim_card|toggle_data|toggle_roaming|set_network_mode_preference|toggle_wifi_calling|reset_apn_settings|reboot_device|grant_app_permission,,stage4_n1__from__n0050__c01 > stage5_n1__from__n0143__c01,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|data_mode_off|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:None]
probfloor0002,40,32,repair_all,repair_all,matched_terminal_action,no_terminal_failure_or_low_penalty,0.0,5.193415,dffdf on fdddd,mostly_fast_vs_mostly_deep_required,True,,,reseat_sim_card|toggle_wifi_calling|reset_apn_settings|reboot_device|grant_app_permission,,stage4_n3__from__n0039__c02 > stage5_n4__from__n0113__c04,[mms_issue]bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission|unseat_sim_card[PERSONA:Easy]
probfloor0002,41,33,repair_all,repair_all,matched_terminal_action,no_terminal_failure_or_low_penalty,0.0,4.68345,fdffd on fdddd,mostly_fast_vs_mostly_deep_required,False,,,reseat_sim_card|toggle_wifi_calling|reset_apn_settings|reboot_device|grant_app_permission,,stage4_n4__from__n0072__c03 > stage5_n5__from__n0210__c04,[mms_issue]bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|unseat_sim_card[PERSONA:None]
probfloor0002,42,34,repair_all,repair_all,matched_terminal_action,no_terminal_failure_or_low_penalty,0.0,3.930825,fffdd on fdddd,mostly_fast_vs_mostly_deep_required,True,,,toggle_roaming|toggle_wifi_calling|reset_apn_settings|reboot_device|grant_app_permission,,stage4_n3__from__n0054__c02 > stage5_n1__from__n0149__c01,[mms_issue]bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|user_abroad_roaming_enabled_off[PERSONA:Easy]
probfloor0002,43,35,repair_all,repair_all,matched_terminal_action,no_terminal_failure_or_low_penalty,0.0,4.04842,fdfdd on fdddd,mostly_deep_vs_mostly_deep_required,True,,,toggle_airplane_mode|toggle_roaming|toggle_wifi_calling|reset_apn_settings|reboot_device|grant_app_permission,,stage4_n3__from__n0069__c02 > stage5_n2__from__n0199__c02,[mms_issue]airplane_mode_on|bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission|user_abroad_roaming_enabled_off[PERSONA:None]
probfloor0002,44,36,repair_all,repair_all,matched_terminal_action,no_terminal_failure_or_low_penalty,0.0,3.6332000000000004,ffddd on fdddd,mostly_deep_vs_mostly_deep_required,True,,,reseat_sim_card|toggle_data|toggle_wifi_calling|reset_apn_settings|reboot_device|grant_app_permission,,stage4_n2__from__n0053__c01 > stage5_n1__from__n0146__c01,[mms_issue]bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission|data_mode_off|unseat_sim_card[PERSONA:None]
probfloor0002,45,2,repair_all,repair_subset,repair_all_to_repair_subset,subset_mismatch_with_missing_oracle_repair_tools,10.0,13.87091,fdddd on fdddd,mostly_deep_vs_mostly_deep_required,True,airplane_mode_on|unseat_sim_card,reseat_sim_card|toggle_airplane_mode,set_network_mode_preference|toggle_wifi_calling|reset_apn_settings|reboot_device|grant_app_permission,subset_mismatch_base_plus_linear|local_clear_failure_floor_10,stage4_n2__from__n0068__c01 > stage5_n2__from__n0196__c02,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission|unseat_sim_card[PERSONA:Easy]
probfloor0002,46,9,repair_subset,transfer,local_to_transfer,over_transfer_on_local_oracle,23.5,28.045735,fffdd on fdddd,mostly_fast_vs_mostly_deep_required,True,airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_both_permissions|data_mode_off|unseat_sim_card,grant_app_permission|reboot_device|reseat_sim_card|reset_apn_settings|set_network_mode_preference|toggle_airplane_mode|toggle_data|toggle_wifi_calling,,subset_mismatch_base_plus_linear|local_clear_failure_floor_10|local_clear_and_aux_failure_floor_12|fast_path_on_deep_required_clear_failure_floor_14|invalid_local_transfer_floor_18,stage4_n3__from__n0057__c02 > stage5_n1__from__n0159__c01,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_both_permissions|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:Hard]
probfloor0002,47,10,repair_subset,transfer,local_to_transfer,over_transfer_on_local_oracle,22.5,27.194325,fdfdd on fdddd,mostly_deep_vs_mostly_deep_required,True,airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|data_mode_off|unseat_sim_card,grant_app_permission|reboot_device|reseat_sim_card|reset_apn_settings|set_network_mode_preference|toggle_airplane_mode|toggle_data|toggle_wifi_calling,,subset_mismatch_base_plus_linear|local_clear_failure_floor_10|local_clear_and_aux_failure_floor_12|invalid_local_transfer_floor_18,stage4_n2__from__n0060__c01 > stage5_n2__from__n0168__c02,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:None]
probfloor0002,48,13,repair_subset,repair_subset,matched_terminal_action,subset_mismatch_with_missing_oracle_repair_tools,17.0,21.59442,ffddd on fdddd,mostly_deep_vs_mostly_deep_required,True,airplane_mode_on|bad_network_preference|data_mode_off|unseat_sim_card|user_abroad_roaming_enabled_off,reseat_sim_card|set_network_mode_preference|toggle_airplane_mode|toggle_data|toggle_roaming,toggle_wifi_calling|reset_apn_settings|reboot_device|grant_app_permission|grant_app_permission,subset_mismatch_base_plus_linear|local_clear_failure_floor_10|local_clear_and_aux_failure_floor_12,stage4_n3__from__n0031__c02 > stage5_n3__from__n0094__c03,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_both_permissions|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:Hard]
probfloor0002,49,16,repair_all,repair_all,matched_terminal_action,no_terminal_failure_or_low_penalty,0.0,4.720985,fffdd on fdddd,mostly_fast_vs_mostly_deep_required,True,,,toggle_airplane_mode|reseat_sim_card|toggle_data|toggle_roaming|set_network_mode_preference|toggle_wifi_calling|reset_apn_settings|reboot_device|grant_app_permission,,stage4_n2__from__n0054__c01 > stage5_n1__from__n0148__c01,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|data_mode_off|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:None]
probfloor0002,50,32,repair_all,repair_all,matched_terminal_action,no_terminal_failure_or_low_penalty,0.0,3.10432,ffddd on fdddd,mostly_deep_vs_mostly_deep_required,True,,,reseat_sim_card|toggle_wifi_calling|reset_apn_settings|reboot_device|grant_app_permission,,stage4_n1__from__n0052__c01 > stage5_n1__from__n0145__c01,[mms_issue]bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission|unseat_sim_card[PERSONA:Easy]
probfloor0002,51,33,repair_all,repair_all,matched_terminal_action,no_terminal_failure_or_low_penalty,0.0,4.401625,ffddf on fdddd,mostly_fast_vs_mostly_deep_required,True,,,reseat_sim_card|toggle_wifi_calling|reset_apn_settings|reboot_device|grant_app_permission,,stage4_n3__from__n0029__c02 > stage5_n4__from__n0088__c04,[mms_issue]bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|unseat_sim_card[PERSONA:None]
probfloor0002,52,34,repair_all,repair_all,matched_terminal_action,no_terminal_failure_or_low_penalty,0.0,3.9956950000000004,fdfdd on fdddd,mostly_deep_vs_mostly_deep_required,False,,,toggle_roaming|toggle_wifi_calling|reset_apn_settings|reboot_device|grant_app_permission,,stage4_n5__from__n0069__c04 > stage5_n5__from__n0201__c03,[mms_issue]bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|user_abroad_roaming_enabled_off[PERSONA:Easy]
probfloor0002,53,35,repair_all,repair_all,matched_terminal_action,no_terminal_failure_or_low_penalty,0.0,4.74304,ddddd on fdddd,mostly_deep_vs_mostly_deep_required,True,,,toggle_airplane_mode|toggle_roaming|toggle_wifi_calling|reset_apn_settings|reboot_device|grant_app_permission,,stage4_n1__from__n0033__c01 > stage5_n1__from__n0098__c01,[mms_issue]airplane_mode_on|bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission|user_abroad_roaming_enabled_off[PERSONA:None]
probfloor0002,54,36,repair_all,repair_all,matched_terminal_action,no_terminal_failure_or_low_penalty,0.0,4.41018,dffdd on fdddd,mostly_deep_vs_mostly_deep_required,True,,,reseat_sim_card|toggle_data|toggle_wifi_calling|reset_apn_settings|reboot_device|grant_app_permission,,stage4_n2__from__n0045__c01 > stage5_n1__from__n0125__c01,[mms_issue]bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission|data_mode_off|unseat_sim_card[PERSONA:None]
probfloor0002,55,2,repair_all,repair_all,matched_terminal_action,no_terminal_failure_or_low_penalty,0.0,3.74296,ffddd on fdddd,mostly_deep_vs_mostly_deep_required,True,,,toggle_airplane_mode|reseat_sim_card|set_network_mode_preference|toggle_wifi_calling|reset_apn_settings|reboot_device|grant_app_permission,,stage4_n3__from__n0053__c02 > stage5_n2__from__n0147__c02,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission|unseat_sim_card[PERSONA:Easy]
probfloor0002,56,9,repair_subset,transfer,local_to_transfer,over_transfer_on_local_oracle,23.5,28.847834999999996,dfddf on fdddd,mostly_deep_vs_mostly_deep_required,True,airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_both_permissions|data_mode_off|unseat_sim_card,grant_app_permission|reboot_device|reseat_sim_card|reset_apn_settings|set_network_mode_preference|toggle_airplane_mode|toggle_data|toggle_wifi_calling,,subset_mismatch_base_plus_linear|local_clear_failure_floor_10|local_clear_and_aux_failure_floor_12|invalid_local_transfer_floor_18,stage4_n3__from__n0049__c02 > stage5_n4__from__n0140__c04,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_both_permissions|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:Hard]
probfloor0002,57,10,repair_subset,transfer,local_to_transfer,over_transfer_on_local_oracle,22.5,26.66602,fdddd on fdddd,mostly_deep_vs_mostly_deep_required,True,airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|data_mode_off|unseat_sim_card,grant_app_permission|reboot_device|reseat_sim_card|reset_apn_settings|set_network_mode_preference|toggle_airplane_mode|toggle_data|toggle_wifi_calling,,subset_mismatch_base_plus_linear|local_clear_failure_floor_10|local_clear_and_aux_failure_floor_12|invalid_local_transfer_floor_18,stage4_n1__from__n0050__c01 > stage5_n1__from__n0143__c01,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:None]
probfloor0002,58,13,repair_subset,repair_subset,matched_terminal_action,subset_mismatch_terminal_decision,19.0,24.550145,dffdd on fdddd,mostly_deep_vs_mostly_deep_required,True,,,toggle_airplane_mode|reseat_sim_card|toggle_data|toggle_roaming|set_network_mode_preference|toggle_wifi_calling|reset_apn_settings|reboot_device|grant_app_permission|grant_app_permission,subset_mismatch_base_plus_linear|local_clear_failure_floor_10|local_clear_and_aux_failure_floor_12,stage4_n3__from__n0048__c02 > stage5_n2__from__n0136__c02,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_both_permissions|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:Hard]
probfloor0002,59,16,repair_all,repair_all,matched_terminal_action,no_terminal_failure_or_low_penalty,0.0,4.8399,ddddd on fdddd,mostly_deep_vs_mostly_deep_required,True,,,toggle_airplane_mode|reseat_sim_card|toggle_data|toggle_roaming|set_network_mode_preference|toggle_wifi_calling|reset_apn_settings|reboot_device|grant_app_permission,,stage4_n1__from__n0032__c01 > stage5_n1__from__n0097__c01,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|data_mode_off|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:None]
probfloor0002,60,32,repair_all,repair_all,matched_terminal_action,no_terminal_failure_or_low_penalty,0.0,4.11424,fdfdd on fdddd,mostly_deep_vs_mostly_deep_required,True,,,reseat_sim_card|toggle_wifi_calling|reset_apn_settings|reboot_device|grant_app_permission,,stage4_n2__from__n0069__c01 > stage5_n1__from__n0198__c01,[mms_issue]bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission|unseat_sim_card[PERSONA:Easy]
probfloor0002,61,33,repair_all,repair_all,matched_terminal_action,no_terminal_failure_or_low_penalty,0.0,4.68765,fdffd on fdddd,mostly_fast_vs_mostly_deep_required,False,,,reseat_sim_card|toggle_wifi_calling|reset_apn_settings|reboot_device|grant_app_permission,,stage4_n4__from__n0069__c03 > stage5_n5__from__n0200__c04,[mms_issue]bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|unseat_sim_card[PERSONA:None]
probfloor0002,62,34,repair_all,repair_all,matched_terminal_action,no_terminal_failure_or_low_penalty,0.0,10.737150000000002,ffddd on fdddd,mostly_deep_vs_mostly_deep_required,True,,,toggle_roaming|toggle_wifi_calling|reset_apn_settings|reboot_device|grant_app_permission|toggle_roaming|toggle_wifi_calling|reset_apn_settings|reboot_device|grant_app_permission|toggle_roaming|toggle_wifi_calling|reset_apn_settings|reboot_device|grant_app_permission|toggle_roaming|toggle_wifi_calling|reset_apn_settings|reboot_device|grant_app_permission|toggle_roaming|toggle_wifi_calling|reset_apn_settings|reboot_device|grant_app_permission|toggle_roaming|toggle_wifi_calling|reset_apn_settings|reboot_device|grant_app_permission|toggle_roaming|toggle_wifi_calling|reset_apn_settings|reboot_device|grant_app_permission|toggle_roaming|toggle_wifi_calling|reset_apn_settings|reboot_device|grant_app_permission,,stage4_n1__from__n0025__c01 > stage5_n2__from__n0076__c02,[mms_issue]bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|user_abroad_roaming_enabled_off[PERSONA:Easy]
probfloor0002,63,35,repair_all,repair_all,matched_terminal_action,no_terminal_failure_or_low_penalty,0.0,5.39391,fddff on fdddd,mostly_fast_vs_mostly_deep_required,True,,,toggle_airplane_mode|toggle_roaming|toggle_wifi_calling|reset_apn_settings|grant_app_permission|reboot_device,,stage4_n4__from__n0073__c03 > stage5_n4__from__n0214__c03,[mms_issue]airplane_mode_on|bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission|user_abroad_roaming_enabled_off[PERSONA:None]
probfloor0002,64,36,repair_all,repair_all,matched_terminal_action,no_terminal_failure_or_low_penalty,0.0,5.507535,dffdf on fdddd,mostly_fast_vs_mostly_deep_required,True,,,reseat_sim_card|toggle_data|toggle_wifi_calling|reset_apn_settings|reboot_device|grant_app_permission,,stage4_n5__from__n0045__c04 > stage5_n4__from__n0128__c02,[mms_issue]bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission|data_mode_off|unseat_sim_card[PERSONA:None]
probfloor0002,65,2,repair_all,repair_all,matched_terminal_action,no_terminal_failure_or_low_penalty,0.0,4.14009,dfddd on fdddd,mostly_deep_vs_mostly_deep_required,True,,,toggle_airplane_mode|reseat_sim_card|set_network_mode_preference|toggle_wifi_calling|reset_apn_settings|reboot_device|grant_app_permission,,stage4_n3__from__n0038__c02 > stage5_n2__from__n0111__c02,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission|unseat_sim_card[PERSONA:Easy]
probfloor0002,66,9,repair_subset,repair_subset,matched_terminal_action,subset_mismatch_terminal_decision,14.0,18.622145,fffdd on fdddd,mostly_fast_vs_mostly_deep_required,True,,,toggle_airplane_mode|reseat_sim_card|toggle_data|set_network_mode_preference|toggle_wifi_calling|reset_apn_settings|reboot_device|grant_app_permission|grant_app_permission,subset_mismatch_base_plus_linear|local_clear_failure_floor_10|local_clear_and_aux_failure_floor_12|fast_path_on_deep_required_clear_failure_floor_14,stage4_n3__from__n0030__c02 > stage5_n3__from__n0090__c03,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_both_permissions|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:Hard]
probfloor0002,67,10,repair_subset,transfer,local_to_transfer,over_transfer_on_local_oracle,22.5,26.65119,fdddd on fdddd,mostly_deep_vs_mostly_deep_required,True,airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|data_mode_off|unseat_sim_card,grant_app_permission|reboot_device|reseat_sim_card|reset_apn_settings|set_network_mode_preference|toggle_airplane_mode|toggle_data|toggle_wifi_calling,,subset_mismatch_base_plus_linear|local_clear_failure_floor_10|local_clear_and_aux_failure_floor_12|invalid_local_transfer_floor_18,stage4_n2__from__n0071__c01 > stage5_n2__from__n0206__c02,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:None]
probfloor0002,68,13,repair_subset,repair_subset,matched_terminal_action,subset_mismatch_terminal_decision,17.0,21.68463,ffddd on fdddd,mostly_deep_vs_mostly_deep_required,True,,,toggle_airplane_mode|reseat_sim_card|toggle_data|toggle_roaming|set_network_mode_preference|toggle_wifi_calling|reset_apn_settings|reboot_device|grant_app_permission|grant_app_permission,subset_mismatch_base_plus_linear|local_clear_failure_floor_10|local_clear_and_aux_failure_floor_12,stage4_n2__from__n0028__c01 > stage5_n2__from__n0083__c02,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_both_permissions|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:Hard]
probfloor0002,69,16,repair_all,repair_subset,repair_all_to_repair_subset,subset_mismatch_with_missing_oracle_repair_tools,15.0,19.53326,ffddd on fdddd,mostly_deep_vs_mostly_deep_required,True,airplane_mode_on|bad_network_preference|data_mode_off|unseat_sim_card|user_abroad_roaming_enabled_off,reseat_sim_card|set_network_mode_preference|toggle_airplane_mode|toggle_data|toggle_roaming,toggle_wifi_calling|reset_apn_settings|reboot_device|grant_app_permission,subset_mismatch_base_plus_linear|local_clear_failure_floor_10,stage4_n2__from__n0065__c01 > stage5_n2__from__n0186__c02,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|data_mode_off|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:None]
probfloor0002,70,32,repair_all,repair_all,matched_terminal_action,no_terminal_failure_or_low_penalty,0.0,4.2936,dfddd on fdddd,mostly_deep_vs_mostly_deep_required,True,,,reseat_sim_card|toggle_wifi_calling|reset_apn_settings|reboot_device|grant_app_permission,,stage4_n5__from__n0049__c04 > stage5_n2__from__n0142__c01,[mms_issue]bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission|unseat_sim_card[PERSONA:Easy]
probfloor0002,71,33,repair_all,repair_all,matched_terminal_action,no_terminal_failure_or_low_penalty,0.0,3.07405,ffddd on fdddd,mostly_deep_vs_mostly_deep_required,True,,,reseat_sim_card|toggle_wifi_calling|reset_apn_settings|reboot_device|grant_app_permission,,stage4_n1__from__n0052__c01 > stage5_n1__from__n0145__c01,[mms_issue]bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|unseat_sim_card[PERSONA:None]
probfloor0002,72,34,repair_all,repair_all,matched_terminal_action,no_terminal_failure_or_low_penalty,0.0,3.1336199999999996,ffddd on fdddd,mostly_deep_vs_mostly_deep_required,True,,,toggle_roaming|toggle_wifi_calling|reset_apn_settings|reboot_device|grant_app_permission,,stage4_n1__from__n0052__c01 > stage5_n2__from__n0145__c02,[mms_issue]bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|user_abroad_roaming_enabled_off[PERSONA:Easy]
probfloor0002,73,35,repair_all,repair_all,matched_terminal_action,no_terminal_failure_or_low_penalty,0.0,3.86984,ffddd on fdddd,mostly_deep_vs_mostly_deep_required,True,,,toggle_airplane_mode|toggle_roaming|toggle_wifi_calling|reset_apn_settings|reboot_device|grant_app_permission,,stage4_n3__from__n0055__c02 > stage5_n2__from__n0153__c02,[mms_issue]airplane_mode_on|bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission|user_abroad_roaming_enabled_off[PERSONA:None]
probfloor0002,74,36,repair_all,transfer,local_to_transfer,over_transfer_on_local_oracle,18.5,23.515095000000002,dfdfd on fdddd,mostly_deep_vs_mostly_deep_required,False,bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission|data_mode_off|unseat_sim_card,grant_app_permission|reboot_device|reseat_sim_card|reset_apn_settings|toggle_data|toggle_wifi_calling,,subset_mismatch_base_plus_linear|local_clear_failure_floor_10|local_clear_and_aux_failure_floor_12|invalid_local_transfer_floor_18,stage4_n4__from__n0040__c03 > stage5_n5__from__n0118__c04,[mms_issue]bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission|data_mode_off|unseat_sim_card[PERSONA:None]
probfloor0002,75,2,repair_all,repair_subset,repair_all_to_repair_subset,subset_mismatch_with_missing_oracle_repair_tools,10.0,14.614540000000002,ddddd on fdddd,mostly_deep_vs_mostly_deep_required,True,airplane_mode_on|unseat_sim_card,reseat_sim_card|toggle_airplane_mode,set_network_mode_preference|toggle_wifi_calling|reset_apn_settings|reboot_device|grant_app_permission,subset_mismatch_base_plus_linear|local_clear_failure_floor_10,stage4_n1__from__n0042__c01 > stage5_n1__from__n0121__c01,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission|unseat_sim_card[PERSONA:Easy]
probfloor0002,76,9,repair_subset,repair_subset,matched_terminal_action,policy_action_violation,6.0,10.574100000000001,ddddd on fdddd,mostly_deep_vs_mostly_deep_required,True,,,toggle_airplane_mode|reseat_sim_card|toggle_data|set_network_mode_preference|toggle_wifi_calling|reset_apn_settings|reboot_device|grant_app_permission|grant_app_permission,clear_but_aux_failure_floor_6,stage4_n1__from__n0042__c01 > stage5_n2__from__n0121__c02,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_both_permissions|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:Hard]
probfloor0002,77,10,repair_subset,transfer,local_to_transfer,over_transfer_on_local_oracle,23.5,27.49108,ffddd on fdddd,mostly_deep_vs_mostly_deep_required,True,airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|data_mode_off|unseat_sim_card,grant_app_permission|reboot_device|reseat_sim_card|reset_apn_settings|set_network_mode_preference|toggle_airplane_mode|toggle_data|toggle_wifi_calling,,subset_mismatch_base_plus_linear|local_clear_failure_floor_10|local_clear_and_aux_failure_floor_12|invalid_local_transfer_floor_18,stage4_n5__from__n0067__c04 > stage5_n2__from__n0195__c01,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:None]
probfloor0002,78,13,repair_subset,repair_subset,matched_terminal_action,subset_mismatch_terminal_decision,17.0,21.6529,ffddd on fdddd,mostly_deep_vs_mostly_deep_required,True,,,toggle_airplane_mode|reseat_sim_card|toggle_data|toggle_roaming|set_network_mode_preference|toggle_wifi_calling|reset_apn_settings|reboot_device|grant_app_permission|grant_app_permission,subset_mismatch_base_plus_linear|local_clear_failure_floor_10|local_clear_and_aux_failure_floor_12,stage4_n5__from__n0055__c04 > stage5_n2__from__n0155__c01,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_both_permissions|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:Hard]
probfloor0002,79,16,repair_all,transfer,local_to_transfer,over_transfer_on_local_oracle,22.5,25.940179999999998,fdddd on fdddd,mostly_deep_vs_mostly_deep_required,True,airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|data_mode_off|unseat_sim_card|user_abroad_roaming_enabled_off,grant_app_permission|reboot_device|reseat_sim_card|reset_apn_settings|set_network_mode_preference|toggle_airplane_mode|toggle_data|toggle_roaming|toggle_wifi_calling,,subset_mismatch_base_plus_linear|local_clear_failure_floor_10|invalid_local_transfer_floor_18,stage4_n1__from__n0024__c01 > stage5_n2__from__n0075__c02,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|data_mode_off|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:None]
probfloor0002,80,32,repair_all,repair_all,matched_terminal_action,no_terminal_failure_or_low_penalty,0.0,2.98449,fdddd on fdddd,mostly_deep_vs_mostly_deep_required,True,,,reseat_sim_card|toggle_wifi_calling|reset_apn_settings|reboot_device|grant_app_permission,,stage4_n1__from__n0023__c01 > stage5_n1__from__n0074__c01,[mms_issue]bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission|unseat_sim_card[PERSONA:Easy]
probfloor0002,81,33,repair_all,repair_all,matched_terminal_action,no_terminal_failure_or_low_penalty,0.0,3.58441,fdddd on fdddd,mostly_deep_vs_mostly_deep_required,True,,,reseat_sim_card|toggle_wifi_calling|reset_apn_settings|reboot_device|grant_app_permission,,stage4_n3__from__n0059__c02 > stage5_n3__from__n0167__c03,[mms_issue]bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|unseat_sim_card[PERSONA:None]
probfloor0002,82,34,repair_all,repair_all,matched_terminal_action,no_terminal_failure_or_low_penalty,0.0,3.39158,fdddd on fdddd,mostly_deep_vs_mostly_deep_required,True,,,toggle_roaming|toggle_wifi_calling|reset_apn_settings|reboot_device|grant_app_permission,,stage4_n1__from__n0051__c01 > stage5_n1__from__n0144__c01,[mms_issue]bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|user_abroad_roaming_enabled_off[PERSONA:Easy]
probfloor0002,83,35,repair_all,repair_subset,repair_all_to_repair_subset,subset_mismatch_with_missing_oracle_repair_tools,10.0,14.91111,ddddd on fdddd,mostly_deep_vs_mostly_deep_required,True,airplane_mode_on|user_abroad_roaming_enabled_off,toggle_airplane_mode|toggle_roaming,toggle_wifi_calling|reset_apn_settings|reboot_device|grant_app_permission,subset_mismatch_base_plus_linear|local_clear_failure_floor_10,stage4_n1__from__n0041__c01 > stage5_n1__from__n0120__c01,[mms_issue]airplane_mode_on|bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission|user_abroad_roaming_enabled_off[PERSONA:None]
probfloor0002,84,36,repair_all,repair_all,matched_terminal_action,no_terminal_failure_or_low_penalty,0.0,3.99452,dfddd on fdddd,mostly_deep_vs_mostly_deep_required,True,,,reseat_sim_card|toggle_data|toggle_wifi_calling|reset_apn_settings|reboot_device|grant_app_permission,,stage4_n3__from__n0044__c02 > stage5_n2__from__n0124__c02,[mms_issue]bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission|data_mode_off|unseat_sim_card[PERSONA:None]
